adjective, child prenominal count, child postnominal count, adult prenominal count, adult postnominal count
borain,0,0,0,3
célèbre,0,0,3,5
imaginable,0,0,0,2
sociétal,0,0,0,2
payant,0,0,0,3
miséreux,0,0,0,1
bêton,0,0,0,1
eces,0,0,0,1
armoricain,0,0,0,1
découvert,0,0,1,3
aigu,0,0,0,1
dangereux,0,0,1,9
astronomique,0,0,0,1
impressionniste,0,0,0,1
péni,0,0,0,2
ultra-sommaire,0,0,0,1
repliables,0,0,1,1
aérobie,0,0,0,2
gonflé,0,0,0,1
ministériel,0,0,0,2
noble,0,0,9,6
spèpieux,0,0,0,3
quatorzième,0,0,7,1
germinal,0,0,1,1
amzer,0,0,1,1
tendu,0,0,0,3
salop,0,0,0,1
particulier,0,0,3,86
rollin,0,0,1,0
critique,0,0,2,8
antérieur,0,0,0,3
fâcheux,0,0,1,0
installé,0,0,1,0
tradi~,0,0,0,1
corporel,0,0,0,5
budgétaire,0,0,0,16
sédimentologiques,0,0,0,1
kleine,0,0,1,0
défendu,0,0,1,0
pé-~,0,0,1,0
défectueux,0,0,0,2
dédié,0,0,0,1
remarquable,0,0,0,3
prioritaire,0,0,0,2
youhou,0,0,0,1
suivant,0,0,0,28
tacite,0,0,0,1
abouti,0,0,0,1
bancaire,0,0,0,15
erasmus,0,0,0,2
plaisant,0,0,0,1
satellite,0,0,0,1
anonyme,0,0,0,1
pensant,0,0,0,1
fille,0,0,4,30
s-,0,0,0,1
pétrolier,0,0,0,1
guivarch,0,0,4,3
empilé,0,0,0,2
tragique,0,0,0,3
lé',0,0,1,1
médiatique,0,0,1,3
situationnel,0,0,0,1
inimaginable,0,0,0,1
villageois,0,0,0,1
une~,0,0,1,0
confit,0,0,0,3
socio-culturelle,0,0,0,1
sourcilière,0,0,0,2
néer~,0,0,0,1
suédois,0,0,0,2
bénéficiaire,0,0,0,1
lisse,0,0,0,1
machine,0,0,0,1
francophone,0,0,2,37
sauvage,0,0,0,22
souffrant,0,0,0,1
linguistique,0,0,5,48
libé-,0,0,1,0
obsessionnel,0,0,0,2
sincère,0,0,1,1
binôme,0,0,1,0
haut,0,0,42,14
gan-in,0,0,2,2
décimal,0,0,1,0
impulsif,0,0,0,1
stérile,0,0,0,2
chagrin,0,0,0,1
isolationniste,0,0,0,1
couronné,0,0,0,2
mathématique,0,0,0,3
hopeless,0,0,0,1
extrascolaire,0,0,0,1
progressif,0,0,0,3
bravo,0,0,1,1
time,0,0,0,1
socioculturel,0,0,0,4
modern-jazz,0,0,0,1
basque,0,0,5,17
hors du commun,0,0,0,1
bonhomme,0,0,0,1
surprendre,0,0,0,3
réciproque,0,0,0,3
comédien,0,0,2,0
précis,0,0,1,43
ding,0,0,0,1
tribal,0,0,0,4
espagnol,0,0,2,43
curatif,0,0,0,1
braisé,0,0,0,1
sélectif,0,0,0,2
biographique,0,0,0,1
bof,0,0,1,0
symbiotiques,0,0,0,2
maléfique,0,0,0,2
prisonnier,0,0,0,5
chameau,0,0,0,1
offensif,0,0,0,3
bon marché,0,0,0,1
néerlandophone,0,0,0,4
ostentatoire,0,0,0,1
entier,0,0,0,63
frais,0,0,0,24
bifurque,0,0,0,1
moulant,0,0,0,2
immobilier,0,0,1,14
arrivant,0,0,0,2
sprechen,0,0,1,1
fau,0,0,0,1
pré-gymnasiales,0,0,0,1
époisse,0,0,0,2
décideur,0,0,0,1
adulte,0,0,5,9
aéroportuaires,0,0,0,1
échec,0,0,0,1
acquis,0,0,1,2
garde-les,0,0,0,1
capoule,0,0,1,1
amel,0,0,1,0
favori,0,0,0,6
grainetier,0,0,0,1
contre-nature,0,0,0,1
geen,0,0,1,1
incorrigible,0,0,0,2
dense,0,0,0,1
transitoire,0,0,0,2
idéal,0,0,0,9
poétique,0,0,0,4
jette-la,0,0,0,1
profond,0,0,2,18
levant,0,0,0,1
vain,0,0,1,1
clouté,0,0,0,1
porteur,0,0,0,2
polysémique,0,0,1,0
misogyne,0,0,0,1
itinérant,0,0,0,1
*beulemans*,0,0,0,1
power,0,0,1,1
décrétales,0,0,0,2
automatique,0,0,0,12
hrou,0,0,1,0
envahissant,0,0,1,0
nutritionnel,0,0,0,4
fluitje,0,0,2,3
produit,0,0,1,1
grave,0,0,7,11
b-~,0,0,1,0
poursuivi,0,0,0,1
semi-professionnelles,0,0,1,1
répétitif,0,0,0,2
précendentes,0,0,0,1
rangé,1,1,0,0
tsouin,0,0,1,1
nach,0,0,1,0
correspondant,0,0,0,1
vigoureux,0,0,1,0
réel,0,0,9,22
russel,0,0,0,1
limitrophe,0,0,0,2
montré,0,0,1,0
fixé,0,0,0,1
délétère,0,0,0,2
footballistiques,0,0,0,2
par-exemple,0,0,0,1
aérien,0,0,0,11
occasionnel,0,0,0,1
mou,0,0,1,18
prénataux,0,0,0,1
néerlandais,0,0,2,4
number,0,0,0,1
foncier,0,0,0,8
hongkongais,0,0,0,1
alchimique,0,0,0,2
latent,0,0,0,1
négocié,0,0,0,1
fatal,0,0,0,1
effrayant,0,0,0,2
tumultueux,0,0,0,1
sorti,0,0,1,3
pratique,0,0,4,36
étrange,0,0,1,5
souple,0,0,1,4
a-t-il,0,0,0,5
merveilleux,0,0,3,15
onctueux,0,0,0,3
breton,0,0,3,19
existe-il,0,0,0,1
contagieux,0,0,1,0
prêt,0,0,1,9
figuré,0,0,0,2
impertinent,0,0,0,1
pareil,0,0,14,62
bateau,0,0,1,3
récem,0,0,0,1
âge,0,0,0,1
polonais,0,0,0,4
constitutif,0,0,0,1
sanglant,0,0,0,2
quelque,0,0,548,41
fiche,0,0,6,3
allez-y,0,0,0,1
ci-joint,0,0,1,0
frustrant,0,0,1,0
bref,0,0,1,1
justificatif,0,0,0,1
avier,0,0,0,2
intestin,0,0,0,1
suscité,0,0,0,1
couch~,0,0,0,1
proche,0,0,5,16
mistralienne,0,0,0,1
clôturé,0,0,0,2
périphérique,0,0,2,1
ami,0,0,4,29
littéraire,0,0,1,26
réalisateur,0,0,0,2
vanvoor,0,0,1,1
champion,0,0,0,3
occitan,0,0,0,1
vis-à-vis de,0,0,1,0
terroriste,0,0,0,1
caustique,0,0,0,1
éclatant,0,0,0,3
méditerranéen,0,0,0,18
cinquième,0,0,16,1
inquiet,0,0,1,6
électro-acoustique,0,0,0,4
ajouté,0,0,0,7
interactif,0,0,0,3
anodin,0,0,0,2
manife-~,0,0,0,1
quelconque,0,0,0,8
bébé,0,0,1,0
konté,0,0,2,2
outre,0,0,0,1
précédent,0,0,1,14
tactile,0,0,0,2
viande,0,0,1,0
invisible,0,0,0,3
suprême,0,0,0,5
avant-dernier,0,0,1,0
humain,0,0,4,68
convergent,0,0,1,0
britannique,0,0,0,3
franco-belge,0,0,0,1
colorant,0,0,0,1
méchant,23,0,2,2
huitième,0,0,3,0
chercheur,0,0,0,1
miracle,0,0,0,5
vrouwen,0,0,1,0
indiscutable,0,0,2,0
vénal,0,0,0,5
fly,0,0,0,1
paire,1,0,0,0
langres,0,0,0,1
allemand,0,0,11,50
fin,0,0,32,20
extra-occidentales,0,0,0,1
illettré,0,0,0,1
figuratif,0,0,0,1
ambigu,0,0,0,1
conscient,0,0,0,3
trouvé,0,0,0,1
israélien,0,0,0,1
doux,0,1,3,13
générals,0,0,0,1
horaire,0,0,0,12
exercé,0,0,0,4
apatride,0,0,0,1
associatif,0,0,0,15
*cécile*,0,0,0,1
estival,0,0,0,2
têtu,0,0,0,1
tourné,0,0,0,3
prenant,0,0,0,1
indien,0,0,2,19
beach,0,0,1,0
so-~,0,0,0,3
spécialisé,0,0,1,11
illégal,0,0,1,2
cosmique,0,0,0,1
archi,0,0,1,0
énorme,0,0,37,36
brûle,0,0,0,1
successif,0,0,1,12
gelé,0,0,0,1
froid,1,2,3,20
aucun,0,0,10,4
dégradé,0,0,0,1
complet,0,0,1,34
immédiat,0,0,0,6
negra,0,0,0,1
salarial,0,0,0,1
contraint,0,0,1,1
chinois,0,0,5,26
artisanal,0,0,0,4
artis-~,0,0,0,2
effectif,0,0,2,1
mort,0,0,1,15
lugubre,0,0,1,0
applicable,0,0,0,1
distant,0,0,0,2
pôlaire,0,0,0,1
ardennais,0,0,0,2
chacha,0,0,1,1
woonden,0,0,1,1
goth,0,0,0,2
inouï,0,0,0,3
patibulaire,1,1,0,0
lé-~,0,0,0,4
verbal,0,0,2,3
*louis_chalon*,0,0,0,1
bergerac,0,0,0,1
net,0,0,0,12
orthographique,0,0,0,1
vulnérable,0,0,0,1
musées,0,0,1,0
peuchère,0,0,0,1
privilégié,0,0,0,1
noir,2,0,11,90
confirmé,0,0,1,2
âgé,0,0,1,61
bien-aimé,0,0,0,1
de fortune,0,0,0,3
pulpeux,0,0,0,1
goudronée,0,0,0,3
vo-~,0,0,1,1
fabricant,0,0,0,1
ardent,0,0,0,2
référent,0,0,0,4
complexe,0,0,2,9
idiot,0,0,0,2
blanc,0,0,9,141
suffisant,0,0,0,11
joyeux,0,0,7,2
masculin,0,0,0,6
céréalier,0,0,0,2
éparpillé,0,0,0,3
marin,0,0,0,8
intéressé,0,0,0,2
bouché,0,0,0,3
intermittent,0,0,0,1
ravissant,0,0,0,1
irlandais,0,0,0,2
génital,0,0,0,1
aseptisé,0,0,0,1
cruciforme,0,0,1,0
chouette,0,0,2,2
petire,0,0,1,0
expérimental,0,0,0,3
constructif,0,0,0,2
anti~,0,0,1,2
gluant,0,0,0,3
odieux,0,0,1,1
draconien,0,0,0,2
carritatives,0,0,0,1
naturiste,0,0,0,1
enlevé,5,1,0,0
syndical,0,0,0,1
argh,0,0,0,1
abstrait,0,0,1,2
numérisé,0,0,0,1
berthelot,0,0,0,1
arable,0,0,0,1
fondé,0,0,0,1
belong,0,0,0,1
différent,0,0,121,208
johnny,0,0,1,0
concurrent,0,0,0,1
bloqué,0,0,0,3
multivitaminé,0,0,0,1
yougoslave,0,0,0,7
compulsif,0,0,0,1
absorbant,0,0,0,1
mauvais,0,0,115,3
néolibéral,0,0,0,8
sanguin,0,0,0,1
poudreux,0,0,0,1
anxiolytique,0,0,0,1
avenu,0,0,6,2
dissuasif,0,0,0,1
intègre,0,0,0,2
rouge,7,6,8,86
rigolo,0,0,0,2
méditeranéenne,0,0,0,1
conjugal,0,0,0,2
fameux,0,0,51,1
paysan,0,0,1,4
muches,0,0,0,1
normal,0,0,5,64
grand-père,0,0,2,1
quatrième,0,0,41,7
citron,0,0,0,2
statistique,0,0,0,1
atroce,0,0,1,2
médical,0,0,0,23
fragile,0,0,0,1
flamand,0,0,0,28
classique,0,0,4,39
cools,0,0,0,1
paisible,0,0,0,4
ré~,0,0,0,3
visible,0,0,1,1
mortel,0,0,1,3
formidable,0,0,4,12
cannelé,0,0,0,1
tolérable,0,0,0,1
picard,0,0,0,2
simple,0,0,9,35
arrière,0,0,2,12
policier,0,0,5,10
argentique,0,0,0,2
intensif,0,0,0,4
toxique,0,0,0,2
crémeux,0,0,0,1
condescendant,0,0,0,2
était-elle,0,0,0,4
temporaire,0,0,0,5
riquiqui,0,0,0,1
hindou,0,0,0,1
détend-toi,0,0,0,1
agricole,0,0,1,15
sombre,0,0,0,3
enceint,0,0,0,2
fondu,0,0,0,2
centenaire,0,0,0,1
alarmé,0,0,0,1
vesti-~,0,0,0,2
mèyeû,0,0,0,1
mafieux,0,0,0,1
obscur,0,0,0,1
immonde,0,0,0,2
alpin,0,0,0,2
autobiographique,0,0,0,2
kal,0,0,1,1
synthétique,0,0,0,3
lisible,0,0,0,2
imposé,0,0,0,5
bien,5,0,2,0
marocain,0,0,1,13
cuisiné,0,0,0,1
industrie,0,0,1,2
transactionnel,0,0,0,4
lamentable,0,0,1,1
crr,0,0,0,1
abattant,0,0,1,0
gâté,0,0,0,1
sur-immenses,0,0,0,1
thérapeutique,0,0,0,3
martial,0,0,1,20
psychique,0,0,0,2
minime,0,0,2,1
spécial,0,0,6,46
excuse-moi,0,0,1,1
quasi,0,0,0,2
prés~,0,0,0,2
semi-riche,0,0,0,1
portugais,0,0,0,5
sporadique,0,0,0,2
é-~,0,0,1,2
récupère,0,0,0,2
contemporain,0,0,0,17
municipal,0,0,0,35
français,0,0,29,318
communautaire,0,0,0,6
responsable,0,0,2,7
hebdomadaire,0,0,1,0
connaissaient-ils,0,0,0,1
bourge,0,0,0,2
généralisé,0,0,0,1
futur,0,0,11,11
alfred,0,0,0,2
hypothécaire,0,0,0,1
stocké,0,0,0,1
ikea,0,0,0,1
est-elle,0,0,1,1
succinct,0,0,0,1
psychologue,0,0,0,1
filtreur,0,0,0,1
inutile,0,0,0,5
photographique,0,0,0,1
monoparental,0,0,0,1
sémantique,0,0,0,2
ludique,0,0,0,2
laborieux,0,0,0,1
sumimasen,0,0,1,1
commun,0,0,0,49
dingue,0,0,0,1
restreint,0,0,0,1
ancien,0,0,27,17
génétique,0,0,0,5
phonétique,0,0,4,12
*david*,0,0,0,1
écorché,0,0,0,1
drôle,0,0,0,5
dévot,0,0,0,1
brave,0,0,1,1
peint,0,0,1,2
germanophone,0,0,0,1
bantou,0,0,0,1
désordonné,0,0,0,1
demandé,0,0,0,2
camerounais,0,0,0,1
à court terme,0,0,0,3
campagnard,0,0,0,1
médiatisé,0,0,2,0
vrai-,0,0,1,0
tordu,0,0,0,1
confidentiel,0,0,0,1
animal,0,0,0,3
dominant,0,0,1,3
modèle,0,0,0,12
souterrain,0,0,0,8
friable,0,0,1,0
bulle,0,0,0,1
opérationnel,0,0,1,6
solidaire,0,0,0,3
enfant,0,0,1,11
transversal,0,0,0,4
bernille,0,0,0,1
exclusif,0,0,0,2
technologique,0,0,0,5
mor-,0,0,1,0
philosophique,0,0,2,5
méridional,0,0,0,2
optimal,0,0,0,4
kremlinoise,0,0,0,2
idyllique,0,0,0,1
re-~,0,0,1,0
las,0,0,0,1
attitré,0,0,0,1
mâle,0,0,0,11
judiciaire,0,0,0,3
méfie,0,0,0,1
chrétien,0,0,1,10
per-~,0,0,0,2
même,13,0,1035,13
louable,0,0,0,1
induit,0,0,0,1
ferroviaire,0,0,0,2
languis-,0,0,1,2
marollienne,0,0,0,1
septante-cinq,0,0,0,2
mûr,0,0,0,1
déloyal,0,0,0,1
zi-~,0,0,0,1
savoureux,0,0,0,2
évident,0,0,1,10
drastique,0,0,0,1
hygiénique,0,0,0,1
fran-,0,0,0,1
environnemental,0,0,0,1
hirsute,0,0,0,1
macédonien,0,0,0,2
agro,0,0,0,1
effilé,0,0,0,1
arrondi,0,0,0,1
multiple,0,0,0,1
communiste,0,0,0,5
*pasteur*,0,0,0,1
lumineux,0,0,1,5
adé-,0,0,3,2
disc,0,0,0,1
modéré,0,0,3,2
contenu,0,0,0,1
alsacien,0,0,0,5
désolé,1,0,0,5
favorable,0,0,0,6
macroéconomique,0,0,0,1
*sana*,0,0,0,3
vu,0,0,1,1
latinos,0,0,0,1
commes,0,0,0,1
wouah,0,0,1,0
mythique,0,0,1,1
monotone,0,0,1,0
bas,0,0,3,5
originaire,0,0,0,5
primaire,0,0,10,64
inhérent,0,0,0,1
légendaire,0,0,0,2
frustré,0,0,0,1
ventriprotent,0,0,0,1
futuriste,0,0,2,1
té-,0,0,1,0
conforme,0,0,0,2
enseveli,0,0,0,1
utile,0,0,1,2
ambiant,0,0,0,3
médicinal,0,0,0,1
lyrique,0,0,0,4
assistant,0,0,4,2
huysen,0,0,0,1
satirique,0,0,0,5
mother,0,0,0,1
gérontologique,0,0,0,2
soudain,0,0,1,0
vernette,0,0,0,1
fluorescent,0,0,0,2
inamical,0,0,0,1
saugrenu,0,0,0,1
inadéquat,0,0,0,1
écologique,0,0,0,6
moelleux,0,0,1,1
lo-~,0,0,4,0
métissé,0,0,0,1
splendide,0,0,3,5
ess-,0,0,0,1
précoce,0,0,0,1
éblouissant,0,0,0,1
irrévocable,0,0,0,1
int-,0,0,2,0
organique,0,0,0,4
choral,0,0,1,3
nanana,0,0,0,1
serti,0,0,0,1
mérite,0,0,1,1
two,0,0,1,1
attendu,0,0,0,1
législatif,0,0,0,1
mince,0,0,1,0
ont-ils,0,0,0,6
nocturne,0,0,0,2
omnisports,0,0,0,7
périlleux,0,0,0,4
grinchue,0,0,0,1
cave,0,0,1,1
velcrotée,0,0,0,1
désidérative,0,0,0,1
continent,0,0,0,1
massif,0,0,0,3
tertiaire,0,0,1,3
fougueux,0,0,0,1
magistral,0,0,0,1
traditionnel,0,0,6,40
kanjis,0,0,0,1
contraignant,0,0,0,1
présenté,0,0,0,2
oral,0,0,0,20
cadet,0,0,2,5
utilitaire,0,0,0,2
suspendu,0,0,2,4
déscolarisé,0,0,0,1
ancillaire,0,0,0,1
courageux,0,0,1,0
individuel,0,0,4,31
social,0,0,9,256
national,0,0,6,62
mouvant,0,0,0,5
spectacle,0,0,1,2
concrètement,0,0,1,0
turquoise,0,0,0,1
interpersonnel,0,0,0,2
anniversaire,0,0,2,3
clac,0,0,3,9
maori,0,0,0,1
reale,0,0,0,1
tournaisiennes,0,0,0,1
grec,0,0,1,7
tel,0,0,92,33
remettre,0,0,1,1
forfait,0,0,1,2
rude,0,0,0,1
curieux,0,0,1,5
sûr,0,0,15,13
admirable,0,0,1,1
minist~,0,0,0,1
laid,0,0,2,1
commerçant,0,0,0,2
évidemment,0,0,0,1
blémit,0,0,0,1
compt-,0,0,1,0
cohérent,0,0,0,3
allez-vous-en,0,0,0,1
fermenté,0,0,0,1
pénitentiaire,0,0,0,1
héritier,0,0,0,4
verviétois,0,0,1,1
maniaque,0,0,0,2
convivial,0,0,2,0
pédagogique,0,0,2,41
in,0,0,13,12
striped,0,0,1,0
fabuleux,0,0,0,3
portable,0,0,1,16
procédé,0,0,1,0
était-il,0,0,1,0
socio-culturel,0,0,0,2
copy,0,0,0,2
balte,0,0,0,2
cyclique,0,0,0,2
foncé,0,0,0,1
falot,0,0,0,1
instantané,0,0,0,3
sine,0,0,0,1
colo-,0,0,1,2
naturalisé,0,0,0,1
ass-,0,0,1,0
généreux,0,0,0,3
exemplaire,0,0,0,2
intrépide,0,0,0,1
bourguignon,0,0,0,2
formalisé,0,0,0,1
calme,0,0,2,5
partie,1,0,0,0
fléché,0,0,0,2
épais,0,0,0,2
alimentaire,0,0,0,21
tempéré,0,0,0,1
archéologique,0,0,0,2
techti~,0,0,0,2
dernier,4,0,337,238
waka-~,0,0,1,1
germa-,0,0,1,0
jumeau,0,0,0,4
soix-,0,0,1,1
affectueux,0,0,0,1
valette,0,0,0,1
autochtone,0,0,0,2
consommé,0,0,0,1
flagrant,0,0,2,3
bauréales,0,0,0,1
paumé,0,0,0,1
roumain,0,0,0,5
appartenant,0,0,0,4
foutent,0,0,0,1
charismatique,0,0,0,3
notez-les,0,0,0,1
pride,0,0,0,2
périscolaire,0,0,0,1
désemparé,0,0,0,1
formé,0,0,1,1
totalitaire,0,0,0,1
